,Server,Latency,Jitter,Download,Upload,Packet Loss
Thu Jun 24 04:36:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,54.44,11.26,17.78,4.44,
Thu Jun 24 04:38:01,TataSky Broadband Private Limited - Chennai,38.64,22.79,20.53,4.15,0.3
Thu Jun 24 04:40:01,Sri Vari Network Private Limited - Chennai,39.31,39.62,19.86,4.31,
Thu Jun 24 04:42:01,Shyam Spectra - Chennai,40.12,30.25,22.35,4.40,0.0
Thu Jun 24 04:44:01,Airtel Broadband - Chennai,40.21,11.68,20.07,4.43,
Thu Jun 24 04:46:01,TataSky Broadband Private Limited - Chennai,37.74,22.31,16.88,4.23,1.0
Thu Jun 24 04:48:01,ACT Fibernet - Chennai,39.08,6.26,16.88,4.40,0.0
Thu Jun 24 04:50:01,Airtel Broadband - Chennai,41.97,19.16,17.82,4.29,
Thu Jun 24 04:52:01,TataSky Broadband Private Limited - Chennai,39.12,38.40,15.84,4.27,0.0
Thu Jun 24 04:54:01,Airtel Broadband - Chennai,56.15,6.94,15.05,4.58,
Thu Jun 24 04:56:01,Airconnect Fibernet - Chennai,41.75,26.69,13.20,4.33,0.0
Thu Jun 24 04:58:01,Jio - Chennai,40.02,30.22,17.31,4.24,
Thu Jun 24 05:00:01,Airgenie - Chennai,40.30,16.20,6.06,3.80,
Thu Jun 24 05:02:01,Shyam Spectra - Chennai,40.43,20.97,11.64,3.87,0.0
Thu Jun 24 05:04:01,Sri Vari Network Private Limited - Chennai,41.72,29.27,21.66,4.07,
Thu Jun 24 05:06:01,Jio - Chennai,39.10,29.72,19.11,4.04,
Thu Jun 24 05:08:01,Jio - Chennai,38.88,21.96,13.44,3.64,
Thu Jun 24 05:10:01,TataSky Broadband Private Limited - Chennai,40.05,5.61,19.57,3.65,0.7
Thu Jun 24 05:12:01,ACT Fibernet - Chennai,40.79,20.04,20.94,3.41,0.0
Thu Jun 24 05:14:01,TataSky Broadband Private Limited - Chennai,40.74,29.25,18.94,3.78,0.3
Thu Jun 24 05:16:01,Airgenie - Chennai,42.03,19.15,6.67,3.88,
Thu Jun 24 05:18:01,Airconnect Fibernet - Chennai,38.78,0.61,17.89,3.84,0.0
Thu Jun 24 05:20:01,Airtel Broadband - Chennai,41.24,23.89,16.93,4.16,
Thu Jun 24 05:22:01,ACT Fibernet - Chennai,42.55,19.01,17.43,3.64,1.5
Thu Jun 24 05:24:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,40.16,27.23,15.93,3.15,
Thu Jun 24 05:26:01,Airconnect Fibernet - Chennai,42.10,28.61,21.02,2.91,0.0
Thu Jun 24 05:28:01,Airtel Broadband - Chennai,41.16,29.23,13.84,3.25,
Thu Jun 24 05:30:01,ACT Fibernet - Chennai,38.79,22.29,14.08,3.22,0.0
Thu Jun 24 05:32:01,ACT Fibernet - Chennai,39.80,29.40,14.76,3.15,0.0
Thu Jun 24 05:34:01,Airtel Broadband - Chennai,40.34,29.51,19.95,2.97,
Thu Jun 24 05:36:01,ACT Fibernet - Chennai,41.06,19.64,11.73,2.42,0.0
Thu Jun 24 05:38:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,46.54,15.90,16.69,2.78,
Thu Jun 24 05:40:01,Airconnect Fibernet - Chennai,46.03,7.02,19.89,2.34,1.7
Thu Jun 24 05:42:01,Airgenie - Chennai,55.36,9.28,8.92,2.76,
Thu Jun 24 05:44:01,Jio - Chennai,39.22,30.41,15.16,2.64,
Thu Jun 24 05:46:01,Airgenie - Chennai,41.72,9.02,6.17,2.27,
Thu Jun 24 05:48:01,TataSky Broadband Private Limited - Chennai,39.32,19.93,13.78,3.16,0.7
Thu Jun 24 05:50:01,ACT Fibernet - Chennai,39.45,20.31,19.15,3.35,0.0
Thu Jun 24 05:52:01,Jio - Chennai,40.82,27.45,22.42,3.23,
Thu Jun 24 05:54:01,Sri Vari Network Private Limited - Chennai,53.88,11.03,18.48,3.29,
Thu Jun 24 05:56:01,Jio - Chennai,41.03,28.34,20.89,3.38,
Thu Jun 24 05:58:01,Airtel Broadband - Chennai,40.88,29.45,14.12,4.33,
Thu Jun 24 06:00:01,Airconnect Fibernet - Chennai,41.57,13.06,15.25,3.96,0.0
Thu Jun 24 06:02:01,Jio - Chennai,39.86,39.78,18.95,4.00,
Thu Jun 24 06:04:01,Airtel Broadband - Chennai,39.05,13.26,16.72,4.19,
Thu Jun 24 06:06:01,Sri Vari Network Private Limited - Chennai,39.98,29.79,16.64,4.27,
Thu Jun 24 06:08:01,Sri Vari Network Private Limited - Chennai,40.40,27.54,16.53,4.45,
Thu Jun 24 06:10:01,Jio - Chennai,39.79,22.76,15.16,4.18,
Thu Jun 24 06:12:01,ACT Fibernet - Chennai,38.47,26.96,14.31,3.97,0.0
Thu Jun 24 06:14:01,Airgenie - Chennai,40.55,36.77,6.91,4.09,
Thu Jun 24 06:16:01,Airgenie - Chennai,44.70,23.80,6.62,4.34,
Thu Jun 24 06:18:01,Jio - Chennai,39.44,10.34,13.91,4.34,
Thu Jun 24 06:20:01,ACT Fibernet - Chennai,55.76,10.02,14.06,4.33,0.7
Thu Jun 24 06:22:01,Airtel Broadband - Chennai,40.40,17.09,10.82,4.29,
Thu Jun 24 06:24:01,Airconnect Fibernet - Chennai,39.69,29.58,13.25,4.07,0.0
Thu Jun 24 06:26:01,Jio - Chennai,38.44,20.37,14.02,3.88,
Thu Jun 24 06:28:01,Airconnect Fibernet - Chennai,38.34,18.75,14.59,3.59,0.0
Thu Jun 24 06:30:01,Shyam Spectra - Chennai,37.93,19.10,9.65,3.98,0.0
Thu Jun 24 06:32:01,Airconnect Fibernet - Chennai,40.52,25.94,11.85,3.64,0.3
Thu Jun 24 06:34:01,TataSky Broadband Private Limited - Chennai,40.27,21.48,9.74,3.97,0.0
Thu Jun 24 06:36:01,Airconnect Fibernet - Chennai,38.77,20.45,12.46,4.05,0.0
Thu Jun 24 06:38:01,Jio - Chennai,39.91,32.69,13.53,4.17,
Thu Jun 24 06:40:01,Jio - Chennai,40.04,29.04,10.84,4.04,
Thu Jun 24 06:42:01,Airconnect Fibernet - Chennai,38.21,18.19,12.56,3.54,0.0
Thu Jun 24 06:44:01,Shyam Spectra - Chennai,47.09,6.18,8.10,3.98,0.0
Thu Jun 24 06:46:01,Jio - Chennai,39.65,10.30,6.45,3.66,
Thu Jun 24 06:48:01,Shyam Spectra - Chennai,39.98,28.78,2.57,3.30,0.0
Thu Jun 24 06:50:01,Sri Vari Network Private Limited - Chennai,54.32,15.35,6.95,4.06,
Thu Jun 24 06:52:01,Airtel Broadband - Chennai,46.13,8.02,8.37,3.93,
Thu Jun 24 06:54:01,Airconnect Fibernet - Chennai,39.02,21.55,5.82,3.97,0.0
Thu Jun 24 06:56:01,Airtel Broadband - Chennai,39.34,20.03,13.45,3.90,
Thu Jun 24 06:58:01,Sri Vari Network Private Limited - Chennai,49.63,16.94,11.39,3.73,
Thu Jun 24 07:00:01,ACT Fibernet - Chennai,150.81,2.89,9.52,3.23,10.0
Thu Jun 24 07:02:01,Airconnect Fibernet - Chennai,41.17,30.13,7.88,3.81,1.0
Thu Jun 24 07:04:01,Airtel Broadband - Chennai,40.84,21.44,7.70,3.33,
Thu Jun 24 07:06:01,Jio - Chennai,38.80,3.15,11.86,3.53,
Thu Jun 24 07:08:01,Jio - Chennai,36.83,26.54,9.72,3.87,
Thu Jun 24 07:10:01,Airconnect Fibernet - Chennai,39.94,13.61,10.58,3.63,0.0
Thu Jun 24 07:12:01,Airtel Broadband - Chennai,39.75,10.30,13.33,3.48,
Thu Jun 24 07:14:01,Airgenie - Chennai,39.94,17.02,4.55,3.49,
Thu Jun 24 07:16:01,Shyam Spectra - Chennai,40.51,21.27,9.74,3.91,0.0
Thu Jun 24 07:18:01,Airgenie - Chennai,45.05,20.22,6.25,3.76,
Thu Jun 24 07:20:01,Airtel Broadband - Chennai,34.76,18.49,6.04,3.73,
Thu Jun 24 07:22:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,40.23,28.33,7.76,3.98,
Thu Jun 24 07:24:01,Jio - Chennai,40.47,26.06,11.66,3.88,
Thu Jun 24 07:26:01,Airconnect Fibernet - Chennai,37.59,21.30,8.41,3.93,0.0
Thu Jun 24 07:28:01,ACT Fibernet - Chennai,41.41,21.64,8.82,3.64,0.0
Thu Jun 24 07:30:01,Airconnect Fibernet - Chennai,35.15,12.61,10.00,3.94,0.4
Thu Jun 24 07:32:01,TataSky Broadband Private Limited - Chennai,40.97,28.20,7.51,3.58,0.0
Thu Jun 24 07:34:01,ACT Fibernet - Chennai,40.52,26.78,13.47,4.26,0.0
Thu Jun 24 07:36:01,Jio - Chennai,39.80,5.21,14.56,3.81,
Thu Jun 24 07:38:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,38.51,13.17,11.63,3.98,
Thu Jun 24 07:40:01,Jio - Chennai,56.50,5.02,11.67,3.34,
Thu Jun 24 07:42:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,40.56,21.11,14.97,4.13,
Thu Jun 24 07:44:01,Jio - Chennai,56.07,6.39,5.29,3.20,
Thu Jun 24 07:46:01,Airtel Broadband - Chennai,39.20,35.55,5.86,3.57,
Thu Jun 24 07:48:01,Jio - Chennai,38.05,31.90,5.32,4.18,
Thu Jun 24 07:50:01,ACT Fibernet - Chennai,39.60,39.21,6.46,3.64,0.0
Thu Jun 24 07:52:01,TataSky Broadband Private Limited - Chennai,40.67,10.17,7.86,3.52,4.8
Thu Jun 24 07:54:01,Airtel Broadband - Chennai,40.00,30.91,15.64,3.34,
Thu Jun 24 07:56:01,Jio - Chennai,39.58,22.17,12.31,2.88,
Thu Jun 24 07:58:01,Airtel Broadband - Chennai,39.97,7.48,9.34,3.18,
Thu Jun 24 08:00:01,Airconnect Fibernet - Chennai,40.27,20.02,12.83,3.16,0.0
Thu Jun 24 08:02:01,ACT Fibernet - Chennai,44.93,24.27,7.10,2.80,0.0
Thu Jun 24 08:04:01,Shyam Spectra - Chennai,42.84,13.41,11.59,3.99,0.0
Thu Jun 24 08:06:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,57.41,7.96,10.80,3.87,
Thu Jun 24 08:08:01,Sri Vari Network Private Limited - Chennai,40.13,22.25,7.63,3.33,
Thu Jun 24 08:10:01,Airgenie - Chennai,39.94,20.64,6.65,3.35,
Thu Jun 24 08:12:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.33,27.26,9.67,3.58,
Thu Jun 24 08:14:01,Airconnect Fibernet - Chennai,39.79,21.02,7.88,2.94,0.0
Thu Jun 24 08:16:01,Sri Vari Network Private Limited - Chennai,40.18,25.70,3.84,3.38,
Thu Jun 24 08:18:01,Shyam Spectra - Chennai,40.06,15.63,11.06,3.35,0.0
Thu Jun 24 08:20:01,ACT Fibernet - Chennai,56.82,6.89,5.55,3.14,0.0
Thu Jun 24 08:22:01,Airconnect Fibernet - Chennai,37.48,21.67,14.00,3.78,0.0
Thu Jun 24 08:24:01,Jio - Chennai,38.41,21.73,8.77,2.81,
Thu Jun 24 08:26:01,Airconnect Fibernet - Chennai,43.91,20.33,12.01,2.55,2.1
Thu Jun 24 08:28:01,Airgenie - Chennai,42.29,8.78,7.06,2.86,
Thu Jun 24 08:30:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,56.11,17.58,12.44,2.51,
Thu Jun 24 08:32:01,ACT Fibernet - Chennai,77.06,1.67,3.99,2.69,0.0
Thu Jun 24 08:34:01,Airtel Broadband - Chennai,39.62,43.99,10.02,2.64,
Thu Jun 24 08:36:01,Airgenie - Chennai,41.29,28.48,7.04,2.28,
Thu Jun 24 08:38:01,Jio - Chennai,40.80,29.26,8.68,1.98,
Thu Jun 24 08:40:01,Airconnect Fibernet - Chennai,40.23,28.26,9.58,1.77,0.0
Thu Jun 24 08:42:01,Airtel Broadband - Chennai,43.69,26.70,7.69,1.20,
Thu Jun 24 08:44:01,Airtel Broadband - Chennai,39.30,28.82,5.99,1.47,
Thu Jun 24 08:46:01,Airgenie - Chennai,39.06,29.45,7.06,1.51,
Thu Jun 24 08:48:01,Airtel Broadband - Chennai,40.03,23.63,6.40,1.99,
Thu Jun 24 08:50:01,Airconnect Fibernet - Chennai,43.87,25.51,2.14,0.59,0.0
Thu Jun 24 08:52:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.85,87.80,7.16,1.82,
Thu Jun 24 08:54:01,TataSky Broadband Private Limited - Chennai,39.97,20.45,6.59,1.51,0.0
Thu Jun 24 08:56:01,Airconnect Fibernet - Chennai,38.97,27.40,10.71,1.59,0.3
Thu Jun 24 08:58:01,Airconnect Fibernet - Chennai,39.76,34.25,10.25,2.05,0.0
Thu Jun 24 09:00:01,Shyam Spectra - Chennai,158.97,11.47,9.18,1.81,15.1
Thu Jun 24 09:02:01,Sri Vari Network Private Limited - Chennai,54.83,12.50,10.56,1.95,
Thu Jun 24 09:04:01,Airconnect Fibernet - Chennai,39.99,27.39,5.44,2.10,0.0
Thu Jun 24 09:06:01,Sri Vari Network Private Limited - Chennai,54.56,7.43,6.67,1.77,
Thu Jun 24 09:08:01,ACT Fibernet - Chennai,39.31,33.16,8.97,1.86,0.0
Thu Jun 24 09:10:01,Sri Vari Network Private Limited - Chennai,39.79,18.41,3.29,2.05,
Thu Jun 24 09:12:01,ACT Fibernet - Chennai,44.02,24.77,3.79,1.77,0.0
Thu Jun 24 09:14:01,Airtel Broadband - Chennai,45.37,18.54,6.74,1.42,
Thu Jun 24 09:16:01,Airtel Broadband - Chennai,41.81,14.74,7.03,1.45,
Thu Jun 24 09:18:01,Airconnect Fibernet - Chennai,38.88,29.70,2.08,2.55,0.3
Thu Jun 24 09:20:01,Airtel Broadband - Chennai,40.33,29.57,1.10,1.36,
Thu Jun 24 09:22:01,Sri Vari Network Private Limited - Chennai,45.44,19.87,4.77,1.90,
Thu Jun 24 09:24:01,Sri Vari Network Private Limited - Chennai,47.47,16.29,6.83,1.05,
Thu Jun 24 09:26:01,Airtel Broadband - Chennai,46.32,16.58,7.21,1.69,
Thu Jun 24 09:28:01,Sri Vari Network Private Limited - Chennai,40.31,22.62,7.53,0.96,
Thu Jun 24 09:30:01,Airtel Broadband - Chennai,40.74,19.09,5.92,1.80,
Thu Jun 24 09:32:01,Jio - Chennai,39.13,17.63,4.54,1.37,
Thu Jun 24 09:34:01,ACT Fibernet - Chennai,56.26,12.32,8.40,1.71,5.0
Thu Jun 24 09:36:01,TataSky Broadband Private Limited - Chennai,41.31,27.88,9.42,1.98,0.0
Thu Jun 24 09:38:01,Airconnect Fibernet - Chennai,44.08,15.57,7.63,2.29,0.8
Thu Jun 24 09:40:01,TataSky Broadband Private Limited - Chennai,45.73,17.62,7.59,1.05,0.0
Thu Jun 24 09:42:01,Sri Vari Network Private Limited - Chennai,39.30,29.81,8.32,1.83,
Thu Jun 24 09:44:01,Airtel Broadband - Chennai,40.56,18.80,8.00,1.83,
Thu Jun 24 09:46:01,TataSky Broadband Private Limited - Chennai,39.12,28.61,11.75,1.56,0.0
Thu Jun 24 09:48:01,TataSky Broadband Private Limited - Chennai,55.88,5.65,4.33,1.18,0.0
Thu Jun 24 09:50:01,Airtel Broadband - Chennai,38.96,19.72,11.32,0.99,
Thu Jun 24 09:52:01,TataSky Broadband Private Limited - Chennai,60.32,23.89,10.87,1.24,0.0
Thu Jun 24 09:54:01,Airconnect Fibernet - Chennai,52.73,16.65,5.60,1.08,1.0
Thu Jun 24 09:56:01,Shyam Spectra - Chennai,355.27,159.46,6.16,0.79,2.0
Thu Jun 24 09:58:01,Airconnect Fibernet - Chennai,39.12,29.50,8.64,1.11,0.0
Thu Jun 24 10:00:01,Airgenie - Chennai,45.19,14.45,4.90,1.59,
Thu Jun 24 10:02:01,TataSky Broadband Private Limited - Chennai,39.85,12.79,4.87,1.38,0.0
Thu Jun 24 10:04:01,Sri Vari Network Private Limited - Chennai,31.68,33.47,6.84,0.82,
Thu Jun 24 10:06:01,Airgenie - Chennai,43.17,31.43,5.72,1.04,
Thu Jun 24 10:08:02,Cherrinet - K Net Solutions Pvt Ltd - Chennai,54.31,16.74,4.79,0.84,
Thu Jun 24 10:10:01,ACT Fibernet - Chennai,43.63,20.75,5.97,1.33,0.0
Thu Jun 24 10:12:01,TataSky Broadband Private Limited - Chennai,46.96,19.14,5.06,0.40,0.0
Thu Jun 24 10:14:01,Airgenie - Chennai,37.91,27.05,6.55,1.46,
Thu Jun 24 10:16:01,TataSky Broadband Private Limited - Chennai,38.33,21.69,7.79,1.50,0.0
Thu Jun 24 10:18:01,Airgenie - Chennai,46.23,12.74,4.30,0.82,
Thu Jun 24 10:20:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,55.50,6.55,3.96,1.44,
Thu Jun 24 10:22:01,Airconnect Fibernet - Chennai,42.65,23.12,8.52,0.47,0.0
Thu Jun 24 10:24:01,ACT Fibernet - Chennai,40.48,20.55,7.36,0.49,1.3
Thu Jun 24 10:26:01,Airgenie - Chennai,46.51,15.02,8.04,0.72,
Thu Jun 24 10:28:01,TataSky Broadband Private Limited - Chennai,42.88,26.34,4.09,0.70,4.3
Thu Jun 24 10:30:01,TataSky Broadband Private Limited - Chennai,46.45,13.01,6.03,1.18,0.0
Thu Jun 24 10:32:01,Sri Vari Network Private Limited - Chennai,56.38,79.76,4.07,1.00,
Thu Jun 24 10:34:01,Airconnect Fibernet - Chennai,39.22,19.54,5.06,1.20,0.3
Thu Jun 24 10:36:01,TataSky Broadband Private Limited - Chennai,45.11,25.31,4.28,0.75,0.0
Thu Jun 24 10:38:01,Airconnect Fibernet - Chennai,43.22,19.17,3.29,0.54,0.3
Thu Jun 24 10:40:01,Airconnect Fibernet - Chennai,43.77,24.67,3.68,1.41,0.0
Thu Jun 24 10:42:01,Airconnect Fibernet - Chennai,43.90,23.76,7.29,1.13,0.7
Thu Jun 24 10:44:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,47.17,155.11,2.26,0.74,
Thu Jun 24 10:46:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,55.51,15.10,4.03,0.94,
Thu Jun 24 10:48:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,44.67,18.36,7.76,1.00,
Thu Jun 24 10:50:01,Airconnect Fibernet - Chennai,44.30,33.10,2.95,0.93,0.4
Thu Jun 24 10:52:01,Airtel Broadband - Chennai,51.72,11.05,3.16,0.74,
Thu Jun 24 10:54:01,Airgenie - Chennai,43.21,22.94,2.89,0.66,
Thu Jun 24 10:56:01,Sri Vari Network Private Limited - Chennai,51.02,24.36,2.48,0.65,
Thu Jun 24 10:58:01,Airconnect Fibernet - Chennai,54.75,12.59,8.20,0.85,0.0
Thu Jun 24 11:00:01,ACT Fibernet - Chennai,56.63,6.54,7.75,1.08,0.0
Thu Jun 24 11:02:01,TataSky Broadband Private Limited - Chennai,48.23,13.15,3.42,0.75,0.0
Thu Jun 24 11:04:01,ACT Fibernet - Chennai,39.75,15.83,5.40,0.97,0.0
Thu Jun 24 11:06:01,Sri Vari Network Private Limited - Chennai,52.08,14.63,2.97,0.53,
Thu Jun 24 11:08:01,Airtel Broadband - Chennai,49.38,16.90,2.22,0.64,
Thu Jun 24 11:10:01,Sri Vari Network Private Limited - Chennai,53.65,7.52,5.67,0.48,
Thu Jun 24 11:12:01,Airtel Broadband - Chennai,46.94,24.67,0.73,0.77,
Thu Jun 24 11:14:01,Airconnect Fibernet - Chennai,54.04,15.32,1.63,0.48,0.7
Thu Jun 24 11:16:01,Airconnect Fibernet - Chennai,56.41,7.84,2.32,0.74,0.0
Thu Jun 24 11:18:01,ACT Fibernet - Chennai,50.99,15.82,1.98,0.81,0.0
Thu Jun 24 11:20:01,TataSky Broadband Private Limited - Chennai,42.23,25.81,7.19,1.35,0.0
Thu Jun 24 11:22:01,Airtel Broadband - Chennai,54.16,8.68,6.32,1.14,
Thu Jun 24 11:24:01,Sri Vari Network Private Limited - Chennai,39.68,16.53,3.67,1.33,
Thu Jun 24 11:26:01,Airtel Broadband - Chennai,55.31,19.26,8.98,0.95,
Thu Jun 24 11:28:01,TataSky Broadband Private Limited - Chennai,55.14,11.17,4.57,0.62,0.0
Thu Jun 24 11:30:01,TataSky Broadband Private Limited - Chennai,46.07,14.91,9.73,0.49,0.0
Thu Jun 24 11:32:01,Airgenie - Chennai,56.62,22.75,5.30,1.29,
Thu Jun 24 11:34:01,Airtel Broadband - Chennai,45.44,13.11,6.68,1.00,
Thu Jun 24 11:36:01,Shyam Spectra - Chennai,63.01,7.07,7.43,0.94,0.0
Thu Jun 24 11:38:01,Jio - Chennai,120.25,22.74,3.46,1.56,
Thu Jun 24 11:40:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,44.75,10.03,4.37,1.13,
Thu Jun 24 11:42:01,ACT Fibernet - Chennai,48.14,10.85,5.79,0.59,0.0
Thu Jun 24 11:44:01,TataSky Broadband Private Limited - Chennai,54.96,8.51,6.74,1.35,0.0
Thu Jun 24 11:46:01,Airtel Broadband - Chennai,54.31,9.90,8.30,1.29,
Thu Jun 24 11:48:01,Shyam Spectra - Chennai,42.56,15.29,1.31,1.20,3.0
Thu Jun 24 11:50:01,Airgenie - Chennai,54.55,16.25,2.99,1.04,
Thu Jun 24 11:52:01,Airtel Broadband - Chennai,49.41,20.06,7.31,1.06,
Thu Jun 24 11:54:01,Airconnect Fibernet - Chennai,46.14,28.25,6.12,0.93,0.0
Thu Jun 24 11:56:01,Sri Vari Network Private Limited - Chennai,49.78,19.28,3.14,0.79,
Thu Jun 24 11:58:01,Airconnect Fibernet - Chennai,108.87,142.39,3.15,0.82,0.0
Thu Jun 24 12:00:01,Airconnect Fibernet - Chennai,49.78,8.65,6.44,1.23,0.3
Thu Jun 24 12:02:01,TataSky Broadband Private Limited - Chennai,56.33,17.13,8.79,1.43,0.0
Thu Jun 24 12:04:01,Sri Vari Network Private Limited - Chennai,43.81,16.50,5.32,1.52,
Thu Jun 24 12:06:01,TataSky Broadband Private Limited - Chennai,39.31,17.31,6.85,1.57,0.0
Thu Jun 24 12:08:01,Shyam Spectra - Chennai,50.05,10.07,4.14,1.27,0.0
Thu Jun 24 12:10:01,Airconnect Fibernet - Chennai,48.48,16.93,7.62,0.96,0.3
Thu Jun 24 12:12:01,Airconnect Fibernet - Chennai,57.46,6.88,10.37,1.30,1.0
Thu Jun 24 12:14:01,Sri Vari Network Private Limited - Chennai,65.69,15.12,4.79,1.15,
Thu Jun 24 12:16:01,Sri Vari Network Private Limited - Chennai,54.69,7.58,7.15,1.46,
Thu Jun 24 12:18:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,53.88,6.47,4.49,1.17,
Thu Jun 24 12:20:01,Airconnect Fibernet - Chennai,39.50,23.22,5.87,0.85,0.0
Thu Jun 24 12:22:01,Vi India - Chennai,151.26,81.24,7.32,1.06,2.6
Thu Jun 24 12:24:01,Airconnect Fibernet - Chennai,55.16,12.45,5.00,1.91,0.0
Thu Jun 24 12:26:01,Airtel Broadband - Chennai,39.35,20.30,6.99,1.94,
Thu Jun 24 12:28:01,Airgenie - Chennai,43.40,10.03,4.75,1.76,
Thu Jun 24 12:30:01,Shyam Spectra - Chennai,64.12,13.03,2.18,2.19,0.0
Thu Jun 24 12:32:01,Airconnect Fibernet - Chennai,45.45,17.11,3.84,2.50,0.0
Thu Jun 24 12:34:01,Airconnect Fibernet - Chennai,38.89,26.81,5.11,2.38,0.0
Thu Jun 24 12:36:01,ACT Fibernet - Chennai,52.48,10.28,5.70,1.85,0.4
Thu Jun 24 12:38:01,Jio - Chennai,159.48,81.12,4.82,2.19,
Thu Jun 24 12:40:01,Sri Vari Network Private Limited - Chennai,50.61,4.39,3.16,1.81,
Thu Jun 24 12:42:01,ACT Fibernet - Chennai,53.08,16.73,0.39,1.26,0.0
Thu Jun 24 12:44:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,47.21,8.69,1.19,1.21,
Thu Jun 24 12:46:01,Sri Vari Network Private Limited - Chennai,43.66,19.86,5.68,2.50,
Thu Jun 24 12:48:01,Airtel Broadband - Chennai,46.87,15.89,6.59,2.89,
Thu Jun 24 12:50:01,Shyam Spectra - Chennai,52.28,49.45,4.41,1.72,0.0
Thu Jun 24 12:52:01,Shyam Spectra - Chennai,52.43,15.71,7.56,0.19,0.0
Thu Jun 24 12:54:01,TataSky Broadband Private Limited - Chennai,153.15,4.93,2.92,0.62,1.0
Thu Jun 24 12:56:01,Airgenie - Chennai,43.30,10.55,5.12,1.24,
Thu Jun 24 12:58:01,Sri Vari Network Private Limited - Chennai,41.03,16.66,6.36,1.25,
Thu Jun 24 13:00:01,Shyam Spectra - Chennai,46.09,44.45,4.09,1.17,0.3
Thu Jun 24 13:02:01,Airconnect Fibernet - Chennai,60.25,14.80,2.83,1.42,0.3
Thu Jun 24 13:04:01,ACT Fibernet - Chennai,39.04,34.62,3.17,1.42,0.0
Thu Jun 24 13:06:01,Airconnect Fibernet - Chennai,45.80,17.57,4.94,1.21,0.3
Thu Jun 24 13:08:01,Airconnect Fibernet - Chennai,47.30,20.84,5.52,0.92,0.0
Thu Jun 24 13:10:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,44.73,18.53,3.45,0.93,
Thu Jun 24 13:12:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,57.21,12.81,6.58,0.59,
Thu Jun 24 13:14:01,ACT Fibernet - Chennai,47.70,8.41,3.58,0.51,0.0
Thu Jun 24 13:16:01,Sri Vari Network Private Limited - Chennai,53.38,14.17,7.60,1.03,
Thu Jun 24 13:18:01,Airtel Broadband - Chennai,55.64,9.18,3.37,0.93,
Thu Jun 24 13:20:01,Airconnect Fibernet - Chennai,61.60,7.50,7.42,1.26,0.0
Thu Jun 24 13:22:01,Airconnect Fibernet - Chennai,56.89,25.82,3.74,1.16,0.0
Thu Jun 24 13:24:01,Airconnect Fibernet - Chennai,40.02,21.94,2.69,1.58,0.0
Thu Jun 24 13:26:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,69.77,11.13,4.21,1.21,
Thu Jun 24 13:28:01,ACT Fibernet - Chennai,36.83,10.13,6.72,2.26,0.0
Thu Jun 24 13:30:01,Sri Vari Network Private Limited - Chennai,39.56,17.92,8.05,2.14,
Thu Jun 24 13:32:01,ACT Fibernet - Chennai,124.32,35.38,7.02,2.04,0.0
Thu Jun 24 13:34:01,ACT Fibernet - Chennai,75.34,49.83,5.36,1.82,0.0
Thu Jun 24 13:36:01,Airtel Broadband - Chennai,140.01,29.81,2.36,1.76,
Thu Jun 24 13:38:01,ACT Fibernet - Chennai,41.57,19.62,3.62,2.52,0.0
Thu Jun 24 13:40:01,Airconnect Fibernet - Chennai,55.21,8.31,3.94,2.22,0.0
Thu Jun 24 13:42:01,Airtel Broadband - Chennai,34.01,4.43,6.68,2.26,
Thu Jun 24 13:44:01,Airtel Broadband - Chennai,41.19,21.38,5.16,2.79,
Thu Jun 24 13:46:01,Airtel Broadband - Chennai,51.12,13.28,3.62,1.96,
Thu Jun 24 13:48:01,Sri Vari Network Private Limited - Chennai,40.04,27.81,5.01,2.08,
Thu Jun 24 13:50:01,TataSky Broadband Private Limited - Chennai,40.04,16.00,5.78,1.97,0.0
Thu Jun 24 13:52:01,Airtel Broadband - Chennai,55.86,8.58,5.64,2.50,
Thu Jun 24 13:54:01,Airgenie - Chennai,40.19,30.27,7.99,1.39,
Thu Jun 24 13:56:01,ACT Fibernet - Chennai,45.22,17.76,7.54,0.93,0.0
Thu Jun 24 13:58:01,Airtel Broadband - Chennai,40.03,16.53,8.50,0.84,
Thu Jun 24 14:00:02,Jio - Chennai,75.59,30.52,7.24,1.39,
