,Server,Latency,Jitter,Download,Upload,Packet Loss
Sun Jun 27 21:04:01,Shyam Spectra - Chennai,158.63,1.30,6.76,2.13,3.0
Sun Jun 27 21:06:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,55.40,10.28,7.31,1.64,
Sun Jun 27 21:08:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.86,17.83,2.19,1.79,
Sun Jun 27 21:10:01,Airgenie - Chennai,44.76,24.33,1.48,2.26,
Sun Jun 27 21:12:01,Shyam Spectra - Chennai,40.77,22.62,7.90,2.53,0.8
Sun Jun 27 21:14:01,Airtel Broadband - Chennai,40.64,25.17,2.56,2.19,
Sun Jun 27 21:16:01,ACT Fibernet - Chennai,41.15,17.67,5.30,2.31,0.0
Sun Jun 27 21:18:01,Airconnect Fibernet - Chennai,41.44,30.75,13.73,1.92,0.0
Sun Jun 27 21:20:01,,,,,,
Sun Jun 27 21:22:01,TataSky Broadband Private Limited - Chennai,53.80,9.55,3.81,2.20,0.0
Sun Jun 27 21:24:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,40.01,15.65,6.36,1.87,
Sun Jun 27 21:26:01,Airtel Broadband - Chennai,36.46,18.92,4.55,1.65,
Sun Jun 27 21:28:01,Airconnect Fibernet - Chennai,39.78,10.81,4.80,1.52,0.0
Sun Jun 27 21:30:01,Shyam Spectra - Chennai,40.08,29.95,5.27,1.99,0.0
Sun Jun 27 21:32:01,Shyam Spectra - Chennai,40.17,15.16,1.59,1.92,0.0
Sun Jun 27 21:34:01,Sri Vari Network Private Limited - Chennai,41.13,17.24,7.93,2.01,
Sun Jun 27 21:36:01,TataSky Broadband Private Limited - Chennai,58.03,10.57,6.27,2.09,10.4
Sun Jun 27 21:38:01,Airconnect Fibernet - Chennai,79.55,0.32,4.37,2.00,0.0
Sun Jun 27 21:40:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.31,19.62,1.83,1.31,
Sun Jun 27 21:42:01,Jio - Chennai,45.14,17.69,4.83,1.87,
Sun Jun 27 21:44:01,TataSky Broadband Private Limited - Chennai,39.59,27.73,4.72,1.89,0.0
Sun Jun 27 21:46:01,Airconnect Fibernet - Chennai,40.53,32.12,9.56,2.08,4.0
Sun Jun 27 21:48:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,49.57,85.16,9.58,1.20,
Sun Jun 27 21:50:01,Airtel Broadband - Chennai,39.57,13.70,1.16,1.98,
Sun Jun 27 21:52:01,Sri Vari Network Private Limited - Chennai,77.64,3.80,4.19,2.15,
Sun Jun 27 21:54:01,Vi India - Chennai,82.13,27.28,1.52,2.50,5.1
Sun Jun 27 21:56:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,41.37,20.72,4.14,1.27,
Sun Jun 27 21:58:01,Airgenie - Chennai,38.76,13.26,1.25,2.55,
Sun Jun 27 22:00:01,Airgenie - Chennai,76.82,4.07,2.35,1.19,
Sun Jun 27 22:02:01,TataSky Broadband Private Limited - Chennai,59.98,10.10,4.79,0.93,0.0
Sun Jun 27 22:04:01,Airtel Broadband - Chennai,43.38,18.90,4.98,1.10,
Sun Jun 27 22:06:01,Airgenie - Chennai,38.96,26.62,2.03,2.81,
Sun Jun 27 22:08:01,Jio - Chennai,55.45,12.78,5.68,2.82,
Sun Jun 27 22:10:01,TataSky Broadband Private Limited - Chennai,44.85,17.65,3.98,2.45,0.0
Sun Jun 27 22:12:01,ACT Fibernet - Chennai,43.36,16.83,1.81,2.28,0.0
Sun Jun 27 22:14:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,38.78,30.45,2.44,1.19,
Sun Jun 27 22:16:01,Shyam Spectra - Chennai,54.32,10.84,3.67,1.96,0.0
Sun Jun 27 22:18:01,Airgenie - Chennai,54.66,13.06,4.71,2.87,
Sun Jun 27 22:20:01,Sri Vari Network Private Limited - Chennai,39.95,19.63,7.91,3.29,
Sun Jun 27 22:22:01,Airtel Broadband - Chennai,41.65,10.99,1.57,2.91,
Sun Jun 27 22:24:01,Jio - Chennai,55.61,3.19,5.60,2.92,
Sun Jun 27 22:26:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,43.67,79.57,2.25,1.09,
Sun Jun 27 22:28:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,40.25,28.21,1.32,1.33,
Sun Jun 27 22:30:01,Airconnect Fibernet - Chennai,44.78,90.56,1.90,3.14,0.0
Sun Jun 27 22:32:01,Airtel Broadband - Chennai,37.58,28.57,3.79,2.67,
Sun Jun 27 22:34:01,Sri Vari Network Private Limited - Chennai,78.79,3.67,7.89,2.39,
Sun Jun 27 22:36:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.73,22.78,7.61,1.41,
Sun Jun 27 22:38:01,Jio - Chennai,40.90,13.10,8.30,2.87,
Sun Jun 27 22:40:01,Airtel Broadband - Chennai,42.03,21.87,3.60,2.77,
Sun Jun 27 22:42:01,Shyam Spectra - Chennai,56.16,17.74,3.00,2.70,0.0
Sun Jun 27 22:44:01,Airgenie - Chennai,56.80,67.28,6.14,2.56,
Sun Jun 27 22:46:01,Shyam Spectra - Chennai,78.30,1.54,2.67,2.19,0.0
Sun Jun 27 22:48:01,TataSky Broadband Private Limited - Chennai,39.59,11.06,4.84,2.86,0.0
Sun Jun 27 22:50:01,TataSky Broadband Private Limited - Chennai,56.17,10.76,4.37,3.56,0.0
Sun Jun 27 22:52:01,Airconnect Fibernet - Chennai,39.96,23.03,5.24,3.48,0.3
Sun Jun 27 22:54:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.89,99.93,5.69,1.30,
Sun Jun 27 22:56:01,Jio - Chennai,40.97,20.84,2.79,3.20,
Sun Jun 27 22:58:01,ACT Fibernet - Chennai,54.85,9.59,2.68,3.11,0.0
Sun Jun 27 23:00:01,Shyam Spectra - Chennai,78.62,1.33,6.55,3.64,0.0
Sun Jun 27 23:02:01,Shyam Spectra - Chennai,41.01,29.11,6.45,3.66,0.0
Sun Jun 27 23:04:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,41.61,17.07,7.54,1.10,
Sun Jun 27 23:06:01,ACT Fibernet - Chennai,37.81,34.61,8.85,3.54,0.0
Sun Jun 27 23:08:01,Airgenie - Chennai,41.15,20.18,3.05,2.53,
Sun Jun 27 23:10:01,ACT Fibernet - Chennai,40.94,19.60,4.64,3.57,0.0
Sun Jun 27 23:12:01,ACT Fibernet - Chennai,38.05,21.31,6.66,3.85,0.0
Sun Jun 27 23:14:01,Airconnect Fibernet - Chennai,38.64,21.74,3.01,3.70,0.0
Sun Jun 27 23:16:01,Shyam Spectra - Chennai,40.31,30.62,2.68,3.71,0.0
Sun Jun 27 23:18:01,Sri Vari Network Private Limited - Chennai,41.72,12.08,5.37,3.69,
Sun Jun 27 23:20:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.36,13.83,6.01,1.69,
Sun Jun 27 23:22:01,Jio - Chennai,44.00,19.49,10.57,4.62,
Sun Jun 27 23:24:01,Shyam Spectra - Chennai,38.72,21.23,5.52,3.94,0.0
Sun Jun 27 23:26:01,Sri Vari Network Private Limited - Chennai,40.09,17.62,5.85,4.24,
Sun Jun 27 23:28:01,Airconnect Fibernet - Chennai,41.51,25.69,4.87,4.08,0.0
Sun Jun 27 23:30:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.98,29.93,4.66,2.42,
Sun Jun 27 23:32:01,ACT Fibernet - Chennai,41.21,27.11,5.36,4.25,0.0
Sun Jun 27 23:34:01,Airgenie - Chennai,158.09,2.36,6.21,3.52,
Sun Jun 27 23:36:01,ACT Fibernet - Chennai,54.54,9.38,9.55,4.31,0.0
Sun Jun 27 23:38:01,Jio - Chennai,36.18,34.03,10.34,4.37,
Sun Jun 27 23:40:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,55.17,18.11,10.93,2.76,
Sun Jun 27 23:42:01,TataSky Broadband Private Limited - Chennai,54.43,9.40,6.09,4.29,1.2
Sun Jun 27 23:44:01,Sri Vari Network Private Limited - Chennai,39.73,18.07,4.08,3.85,
Sun Jun 27 23:46:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,41.43,20.13,12.27,3.49,
Sun Jun 27 23:48:01,Airconnect Fibernet - Chennai,38.39,30.70,12.14,4.51,0.0
Sun Jun 27 23:50:01,Airtel Broadband - Chennai,39.97,41.39,14.13,4.55,
Sun Jun 27 23:52:01,Airconnect Fibernet - Chennai,40.93,20.45,3.50,4.20,0.0
Sun Jun 27 23:54:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.32,11.44,6.11,3.98,
Sun Jun 27 23:56:01,Airtel Broadband - Chennai,39.34,31.16,10.06,3.97,
Sun Jun 27 23:58:01,ACT Fibernet - Chennai,54.58,9.20,11.97,4.05,0.0
Mon Jun 28 00:00:01,ACT Fibernet - Chennai,77.15,2.47,6.47,0.28,7.7
Mon Jun 28 00:02:01,Shyam Spectra - Chennai,78.49,8.52,7.79,3.63,0.0
Mon Jun 28 00:04:01,Airconnect Fibernet - Chennai,55.84,8.43,8.38,4.89,0.0
Mon Jun 28 00:06:01,Airconnect Fibernet - Chennai,54.28,9.76,7.59,4.51,0.0
Mon Jun 28 00:08:01,ACT Fibernet - Chennai,40.82,20.24,8.95,4.48,0.0
Mon Jun 28 00:10:01,Airtel Broadband - Chennai,39.47,30.02,6.98,4.62,
Mon Jun 28 00:12:01,Jio - Chennai,38.39,31.53,8.80,4.09,
Mon Jun 28 00:14:01,Shyam Spectra - Chennai,38.63,19.09,12.41,4.70,0.0
Mon Jun 28 00:16:01,Jio - Chennai,40.70,20.30,10.65,4.50,
Mon Jun 28 00:18:01,Shyam Spectra - Chennai,42.72,9.23,11.61,4.69,0.0
Mon Jun 28 00:20:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,55.06,8.37,13.67,4.58,
Mon Jun 28 00:22:01,Sri Vari Network Private Limited - Chennai,54.41,8.86,10.42,4.80,
Mon Jun 28 00:24:01,Jio - Chennai,39.68,33.14,11.58,4.87,
Mon Jun 28 00:26:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.07,10.57,8.83,4.52,
Mon Jun 28 00:28:01,TataSky Broadband Private Limited - Chennai,40.43,25.58,12.30,4.73,0.8
Mon Jun 28 00:30:01,Shyam Spectra - Chennai,39.37,23.54,13.66,4.45,0.0
Mon Jun 28 00:32:01,Airtel Broadband - Chennai,40.15,30.29,12.68,4.95,
Mon Jun 28 00:34:01,ACT Fibernet - Chennai,38.76,29.68,12.47,4.96,1.0
Mon Jun 28 00:36:02,Jio - Chennai,38.64,31.66,16.79,4.58,
Mon Jun 28 00:38:01,Airgenie - Chennai,39.95,14.06,11.36,4.53,
Mon Jun 28 00:40:01,Shyam Spectra - Chennai,39.63,31.02,12.79,4.18,0.0
Mon Jun 28 00:42:01,Airtel Broadband - Chennai,39.78,30.08,9.43,4.24,
Mon Jun 28 00:44:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.80,12.15,9.60,4.27,
Mon Jun 28 00:46:01,Airconnect Fibernet - Chennai,39.67,30.78,19.56,4.91,0.0
Mon Jun 28 00:48:01,Shyam Spectra - Chennai,55.10,9.50,13.54,4.20,0.3
Mon Jun 28 00:50:01,Airtel Broadband - Chennai,41.74,28.31,13.61,4.66,
Mon Jun 28 00:52:01,Jio - Chennai,39.60,21.69,12.42,4.02,
Mon Jun 28 00:54:01,Airtel Broadband - Chennai,41.40,48.53,10.14,4.03,
Mon Jun 28 00:56:01,Shyam Spectra - Chennai,46.84,11.25,13.05,4.41,0.0
Mon Jun 28 00:58:01,Airtel Broadband - Chennai,42.52,32.42,10.42,4.36,
Mon Jun 28 01:00:01,Airgenie - Chennai,40.87,21.29,6.50,4.54,
Mon Jun 28 01:02:01,Airtel Broadband - Chennai,36.12,23.70,15.34,4.62,
Mon Jun 28 01:04:01,Jio - Chennai,40.15,22.83,17.43,4.57,
Mon Jun 28 01:06:01,Airtel Broadband - Chennai,49.51,7.89,12.24,4.52,
Mon Jun 28 01:08:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,40.78,24.73,13.81,4.22,
Mon Jun 28 01:10:01,Airgenie - Chennai,39.29,28.82,9.02,4.39,
Mon Jun 28 01:12:01,Shyam Spectra - Chennai,40.91,20.13,16.00,4.94,0.3
Mon Jun 28 01:14:01,Jio - Chennai,39.43,30.34,11.84,4.70,
Mon Jun 28 01:16:01,Shyam Spectra - Chennai,40.75,29.22,10.48,4.72,0.0
Mon Jun 28 01:18:01,Airgenie - Chennai,131.01,7.90,8.76,4.76,
Mon Jun 28 01:20:01,Airconnect Fibernet - Chennai,39.72,28.82,13.05,4.38,0.3
Mon Jun 28 01:22:01,Airconnect Fibernet - Chennai,55.50,6.64,11.66,4.63,0.0
Mon Jun 28 01:24:01,Jio - Chennai,37.77,21.55,12.98,4.68,
Mon Jun 28 01:26:01,Airconnect Fibernet - Chennai,57.50,7.61,15.20,4.84,0.0
Mon Jun 28 01:28:01,Airtel Broadband - Chennai,39.22,28.01,14.51,4.65,
Mon Jun 28 01:30:01,Airtel Broadband - Chennai,38.55,29.01,18.13,4.61,
Mon Jun 28 01:32:01,Airtel Broadband - Chennai,38.30,22.96,16.76,4.69,
Mon Jun 28 01:34:01,Sri Vari Network Private Limited - Chennai,38.67,26.84,12.37,4.61,
Mon Jun 28 01:36:01,Airgenie - Chennai,40.20,20.31,7.28,4.69,
Mon Jun 28 01:38:01,Airgenie - Chennai,39.31,30.98,7.37,4.58,
Mon Jun 28 01:40:01,ACT Fibernet - Chennai,55.21,7.81,15.98,4.79,0.0
Mon Jun 28 01:42:01,Shyam Spectra - Chennai,55.62,3.93,13.97,4.95,1.2
Mon Jun 28 01:44:01,Jio - Chennai,39.23,20.48,15.05,3.60,
Mon Jun 28 01:46:01,Airgenie - Chennai,57.90,10.95,6.60,4.11,
Mon Jun 28 01:48:01,TataSky Broadband Private Limited - Chennai,48.06,16.06,13.24,4.77,0.0
Mon Jun 28 01:50:01,Jio - Chennai,56.84,6.35,18.08,4.58,
Mon Jun 28 01:52:01,Sri Vari Network Private Limited - Chennai,40.00,30.49,18.64,4.82,
Mon Jun 28 01:54:01,Shyam Spectra - Chennai,56.03,8.05,16.82,4.94,0.0
Mon Jun 28 01:56:01,Shyam Spectra - Chennai,54.22,10.37,14.67,5.12,2.1
Mon Jun 28 01:58:01,Airtel Broadband - Chennai,54.27,9.27,12.71,4.97,
Mon Jun 28 02:00:01,Airconnect Fibernet - Chennai,56.48,9.44,10.79,5.13,0.0
Mon Jun 28 02:02:01,ACT Fibernet - Chennai,40.62,14.15,15.81,5.35,1.2
Mon Jun 28 02:04:01,Airtel Broadband - Chennai,39.97,29.97,13.22,4.84,
Mon Jun 28 02:06:01,ACT Fibernet - Chennai,40.23,10.41,16.86,5.27,0.0
Mon Jun 28 02:08:01,Shyam Spectra - Chennai,38.53,31.06,15.71,5.30,0.0
Mon Jun 28 02:10:01,Airconnect Fibernet - Chennai,159.82,0.40,16.93,5.16,3.0
Mon Jun 28 02:12:01,Airtel Broadband - Chennai,45.28,17.74,13.64,5.17,
Mon Jun 28 02:14:01,Airtel Broadband - Chennai,55.26,8.38,11.69,5.26,
Mon Jun 28 02:16:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,40.24,20.29,15.00,4.40,
Mon Jun 28 02:18:01,Jio - Chennai,54.57,9.99,17.19,5.27,
Mon Jun 28 02:20:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,54.66,7.56,17.68,5.15,
Mon Jun 28 02:22:01,Jio - Chennai,39.97,28.94,15.96,5.60,
Mon Jun 28 02:24:01,Shyam Spectra - Chennai,38.96,21.48,14.21,5.56,0.0
Mon Jun 28 02:26:01,ACT Fibernet - Chennai,55.59,6.20,18.76,3.35,1.3
Mon Jun 28 02:28:01,ACT Fibernet - Chennai,40.36,10.57,18.55,5.15,0.0
Mon Jun 28 02:30:01,Sri Vari Network Private Limited - Chennai,38.99,30.14,18.96,5.32,
Mon Jun 28 02:32:01,Airtel Broadband - Chennai,39.96,20.80,18.55,4.92,
Mon Jun 28 02:34:01,Airconnect Fibernet - Chennai,40.10,16.16,11.68,4.81,0.0
Mon Jun 28 02:36:01,Airtel Broadband - Chennai,39.92,30.17,13.73,5.35,
Mon Jun 28 02:38:01,Jio - Chennai,55.93,7.03,11.26,5.17,
Mon Jun 28 02:40:01,Airgenie - Chennai,37.65,22.06,11.13,5.45,
Mon Jun 28 02:42:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,55.60,12.34,16.72,5.29,
Mon Jun 28 02:44:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.37,9.59,15.63,5.33,
Mon Jun 28 02:46:01,Jio - Chennai,40.70,10.38,10.63,5.14,
Mon Jun 28 02:48:01,TataSky Broadband Private Limited - Chennai,39.89,21.19,18.22,5.41,0.0
Mon Jun 28 02:50:02,Shyam Spectra - Chennai,39.72,15.12,19.55,5.52,0.0
Mon Jun 28 02:52:01,Airgenie - Chennai,54.49,12.93,9.67,4.73,
Mon Jun 28 02:54:01,Shyam Spectra - Chennai,38.71,24.59,18.47,4.73,0.0
Mon Jun 28 02:56:01,Airgenie - Chennai,39.92,20.61,8.37,4.88,
Mon Jun 28 02:58:01,Jio - Chennai,38.98,31.14,20.89,5.07,
Mon Jun 28 03:00:01,Shyam Spectra - Chennai,40.06,20.28,25.64,5.06,0.0
Mon Jun 28 03:02:01,TataSky Broadband Private Limited - Chennai,54.59,7.55,18.41,5.29,0.0
Mon Jun 28 03:04:01,Shyam Spectra - Chennai,47.56,16.32,25.36,5.27,0.0
Mon Jun 28 03:06:01,Airtel Broadband - Chennai,55.68,9.99,24.16,5.12,
Mon Jun 28 03:08:01,Airconnect Fibernet - Chennai,55.76,6.97,19.76,4.93,0.0
Mon Jun 28 03:10:01,Shyam Spectra - Chennai,39.13,31.38,25.88,5.03,0.0
Mon Jun 28 03:12:02,Airgenie - Chennai,39.53,12.49,8.03,5.02,
Mon Jun 28 03:14:01,Jio - Chennai,38.58,21.24,21.94,5.14,
Mon Jun 28 03:16:01,Jio - Chennai,40.01,21.62,20.03,4.85,
Mon Jun 28 03:18:01,Airgenie - Chennai,159.43,0.99,9.94,4.91,
Mon Jun 28 03:20:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,54.46,7.84,18.57,4.77,
Mon Jun 28 03:22:01,Airtel Broadband - Chennai,50.45,7.60,16.86,4.68,
Mon Jun 28 03:24:01,ACT Fibernet - Chennai,38.21,21.58,19.97,4.84,0.7
Mon Jun 28 03:26:01,Jio - Chennai,41.04,20.57,17.95,4.73,
Mon Jun 28 03:28:01,Shyam Spectra - Chennai,55.17,6.88,16.26,4.51,0.0
Mon Jun 28 03:30:01,Airconnect Fibernet - Chennai,47.23,20.65,12.83,4.56,0.0
Mon Jun 28 03:32:01,Jio - Chennai,50.98,14.82,16.79,4.71,
Mon Jun 28 03:34:01,Jio - Chennai,157.51,5.61,,,
Mon Jun 28 03:36:01,Airtel Broadband - Chennai,45.04,10.44,20.27,4.79,
Mon Jun 28 03:38:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,38.10,31.90,18.61,4.82,
Mon Jun 28 03:40:01,Airtel Broadband - Chennai,41.19,26.97,21.30,4.89,
Mon Jun 28 03:42:01,TataSky Broadband Private Limited - Chennai,54.18,7.06,24.28,4.83,1.0
Mon Jun 28 03:44:01,Airconnect Fibernet - Chennai,40.25,19.58,25.08,4.74,0.0
Mon Jun 28 03:46:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,38.80,20.00,19.78,4.70,
Mon Jun 28 03:48:01,Airtel Broadband - Chennai,46.09,28.12,20.33,4.85,
Mon Jun 28 03:50:01,Vi India - Chennai,159.01,40.58,14.30,4.68,12.0
Mon Jun 28 03:52:01,Sri Vari Network Private Limited - Chennai,39.78,20.78,23.64,4.71,
Mon Jun 28 03:54:01,Airgenie - Chennai,39.26,9.98,12.54,4.60,
Mon Jun 28 03:56:01,Airgenie - Chennai,39.68,30.23,11.36,4.84,
Mon Jun 28 03:58:01,Sri Vari Network Private Limited - Chennai,39.90,12.33,25.55,4.78,
Mon Jun 28 04:00:01,Airgenie - Chennai,57.22,3.17,14.12,4.79,
Mon Jun 28 04:02:01,Airtel Broadband - Chennai,44.58,12.67,24.27,4.83,
Mon Jun 28 04:04:01,Airconnect Fibernet - Chennai,54.55,8.21,22.94,4.80,1.2
Mon Jun 28 04:06:01,Airconnect Fibernet - Chennai,159.08,1.44,21.11,4.97,6.0
Mon Jun 28 04:08:01,Jio - Chennai,54.70,5.90,24.95,4.87,
Mon Jun 28 04:10:01,Jio - Chennai,38.95,12.16,21.88,5.21,
Mon Jun 28 04:12:01,TataSky Broadband Private Limited - Chennai,39.98,16.19,24.65,5.08,1.0
Mon Jun 28 04:14:01,TataSky Broadband Private Limited - Chennai,40.22,20.38,26.50,5.00,0.0
Mon Jun 28 04:16:01,Airconnect Fibernet - Chennai,55.94,7.23,28.04,4.96,0.7
Mon Jun 28 04:18:01,Airgenie - Chennai,38.43,11.83,14.33,5.11,
Mon Jun 28 04:20:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,41.82,10.92,,,
Mon Jun 28 04:22:01,,,,,,
Mon Jun 28 04:24:01,,,,,,
Mon Jun 28 04:26:01,,,,,,
Mon Jun 28 04:28:01,,,,,,
Mon Jun 28 04:30:01,,,,,,
Mon Jun 28 04:32:01,,,,,,
Mon Jun 28 04:34:01,,,,,,
Mon Jun 28 04:36:01,,,,,,
Mon Jun 28 04:38:01,,,,,,
Mon Jun 28 04:40:01,,,,,,
Mon Jun 28 04:42:01,,,,,,
Mon Jun 28 04:44:01,,,,,,
Mon Jun 28 08:16:39,,,,,,
Mon Jun 28 08:18:01,,,,,,
Mon Jun 28 08:20:01,,,,,,
Mon Jun 28 08:22:01,,,,,,
Mon Jun 28 08:24:01,,,,,,
Mon Jun 28 08:26:01,,,,,,
Mon Jun 28 08:28:01,,,,,,
Mon Jun 28 08:30:01,,,,,,
Mon Jun 28 08:32:01,,,,,,
Mon Jun 28 08:34:01,,,,,,
Mon Jun 28 08:36:01,,,,,,
Mon Jun 28 08:38:01,,,,,,
Mon Jun 28 08:40:01,,,,,,
Mon Jun 28 08:42:01,,,,,,
Mon Jun 28 08:44:01,,,,,,
Mon Jun 28 08:46:01,,,,,,
Mon Jun 28 08:48:01,,,,,,
Mon Jun 28 08:50:01,,,,,,
Mon Jun 28 08:52:01,,,,,,
Mon Jun 28 08:54:01,,,,,,
Mon Jun 28 08:56:01,,,,,,
Mon Jun 28 08:58:01,,,,,,
Mon Jun 28 09:00:01,,,,,,
Mon Jun 28 09:02:01,,,,,,
Mon Jun 28 09:04:01,,,,,,
Mon Jun 28 09:06:01,,,,,,
Mon Jun 28 09:08:02,,,,,,
Mon Jun 28 09:10:01,,,,,,
Mon Jun 28 09:12:01,,,,,,
Mon Jun 28 09:14:01,,,,,,
Mon Jun 28 09:16:01,ACT Fibernet - Chennai,,,,,
Mon Jun 28 09:18:01,,,,,,
Mon Jun 28 09:20:01,Airgenie - Chennai,56.44,67.77,6.09,0.94,
Mon Jun 28 09:22:01,Airconnect Fibernet - Chennai,52.03,14.65,6.98,0.51,0.3
Mon Jun 28 09:24:01,ACT Fibernet - Chennai,60.96,6.49,6.35,0.84,0.0
Mon Jun 28 09:26:01,ACT Fibernet - Chennai,52.73,14.39,8.20,0.80,0.0
Mon Jun 28 09:28:01,Airconnect Fibernet - Chennai,49.70,10.65,6.40,0.91,0.4
Mon Jun 28 09:30:01,ACT Fibernet - Chennai,52.93,7.05,6.74,0.96,0.0
Mon Jun 28 09:32:01,Sri Vari Network Private Limited - Chennai,63.34,12.63,9.47,0.99,
Mon Jun 28 09:34:01,ACT Fibernet - Chennai,76.43,3.37,7.98,0.75,0.0
Mon Jun 28 09:36:01,Shyam Spectra - Chennai,72.21,10.41,8.19,0.79,0.0
Mon Jun 28 09:38:01,Sri Vari Network Private Limited - Chennai,54.45,12.29,8.17,1.90,
Mon Jun 28 09:40:01,TataSky Broadband Private Limited - Chennai,78.33,5.37,7.75,0.91,0.0
Mon Jun 28 09:42:01,Airgenie - Chennai,75.84,7.54,8.15,0.83,
Mon Jun 28 09:44:01,ACT Fibernet - Chennai,79.42,12.82,5.28,0.72,0.0
Mon Jun 28 09:46:01,Jio - Chennai,72.05,19.20,4.12,0.67,
Mon Jun 28 09:48:01,Shyam Spectra - Chennai,77.00,2.67,5.36,0.94,0.0
Mon Jun 28 09:50:01,Shyam Spectra - Chennai,78.49,3.30,5.06,0.95,4.4
Mon Jun 28 09:52:01,Airconnect Fibernet - Chennai,61.91,39.51,7.41,0.42,0.0
Mon Jun 28 09:54:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,53.65,14.88,5.45,0.85,
Mon Jun 28 09:56:01,Shyam Spectra - Chennai,77.30,1.58,9.00,0.83,0.0
Mon Jun 28 09:58:01,Airconnect Fibernet - Chennai,54.32,20.76,6.51,0.72,1.1
Mon Jun 28 10:00:01,Airgenie - Chennai,55.53,8.04,6.16,0.89,
Mon Jun 28 10:02:02,ACT Fibernet - Chennai,39.58,20.57,8.11,0.82,0.0
Mon Jun 28 10:04:01,TataSky Broadband Private Limited - Chennai,39.81,17.46,7.15,1.46,0.0
Mon Jun 28 10:06:01,Shyam Spectra - Chennai,77.86,22.16,8.49,1.00,0.3
Mon Jun 28 10:08:01,TataSky Broadband Private Limited - Chennai,40.35,11.02,8.98,0.96,0.0
Mon Jun 28 10:10:01,Airgenie - Chennai,78.99,11.62,5.85,0.70,
Mon Jun 28 10:12:01,ACT Fibernet - Chennai,77.32,1.70,4.97,0.85,0.0
Mon Jun 28 10:14:01,Airgenie - Chennai,53.42,41.02,7.12,0.96,
Mon Jun 28 10:16:01,Airtel Broadband - Chennai,283.19,97.68,6.77,1.11,
Mon Jun 28 10:18:01,Airtel Broadband - Chennai,72.60,7.82,4.20,1.45,
Mon Jun 28 10:20:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,48.69,15.02,8.00,1.93,
Mon Jun 28 10:22:01,Airtel Broadband - Chennai,40.01,20.81,6.19,0.99,
Mon Jun 28 10:24:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.51,12.60,4.96,1.23,
Mon Jun 28 10:26:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,54.41,6.60,4.08,1.43,
Mon Jun 28 10:28:01,Airgenie - Chennai,38.80,16.78,5.14,1.87,
Mon Jun 28 10:30:01,Airtel Broadband - Chennai,40.35,39.47,6.54,2.53,
Mon Jun 28 10:32:01,Sri Vari Network Private Limited - Chennai,56.77,9.56,11.34,1.61,
Mon Jun 28 10:34:01,Sri Vari Network Private Limited - Chennai,55.95,12.80,10.89,1.58,
Mon Jun 28 10:36:01,Shyam Spectra - Chennai,555.51,84.58,15.82,1.53,0.3
Mon Jun 28 10:38:01,Airgenie - Chennai,63.53,8.68,5.94,1.53,
Mon Jun 28 10:40:01,Airconnect Fibernet - Chennai,38.61,17.43,14.93,1.74,1.0
Mon Jun 28 10:42:01,Vi India - Chennai,80.86,19.89,13.30,1.50,0.3
Mon Jun 28 10:44:01,ACT Fibernet - Chennai,48.07,20.22,11.54,1.97,0.0
Mon Jun 28 10:46:01,TataSky Broadband Private Limited - Chennai,41.64,187.36,11.79,1.84,0.0
Mon Jun 28 10:48:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,53.55,18.48,8.71,2.16,
Mon Jun 28 10:50:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,48.21,16.55,5.80,1.64,
Mon Jun 28 10:52:01,Airtel Broadband - Chennai,60.83,105.33,3.80,1.62,
